event_id,title,date,time,day_of_week,month,home_team,away_team,opponent,is_nets_home,venue_name,venue_city,venue_state,venue_capacity,lowest_price,average_price,highest_price,median_price,lowest_sg_base_price,lowest_price_good_deals,listing_count,visible_listing_count,dq_bucket_counts,score,popularity,announce_date,url
17670077,Boston Celtics at Brooklyn Nets,2026-01-23,19:30,Friday,January,Brooklyn Nets,Boston Celtics,Boston Celtics,True,Barclays Center,Brooklyn,NY,0,,,,,,,,,,0.6870623028,0.8369268698,2025-08-14T00:00:00,https://seatgeek.com/brooklyn-nets-tickets/1-23-2026-brooklyn-new-york-barclays-center/nba/17670077
17671164,Brooklyn Nets at Los Angeles Clippers,2026-01-25,18:00,Sunday,January,Los Angeles Clippers,Brooklyn Nets,Los Angeles Clippers,False,Intuit Dome,Inglewood,CA,0,,,,,,,,,,0.5651991596,0.8010562609,2025-08-14T00:00:00,https://seatgeek.com/los-angeles-clippers-tickets/1-25-2026-inglewood-california-intuit-dome/nba/17671164
17669114,Brooklyn Nets at Phoenix Suns,2026-01-27,19:00,Tuesday,January,Phoenix Suns,Brooklyn Nets,Phoenix Suns,False,Mortgage Matchup Center,Phoenix,AZ,18422,,,,,,,,,,0.5633455999,0.789097892,2025-08-14T00:00:00,https://seatgeek.com/phoenix-suns-tickets/1-27-2026-phoenix-arizona-mortgage-matchup-center/nba/17669114
17670396,Brooklyn Nets at Denver Nuggets,2026-01-29,19:00,Thursday,January,Denver Nuggets,Brooklyn Nets,Denver Nuggets,False,Ball Arena,Denver,CO,0,,,,,,,,,,0.5753429785,0.7952533054,2025-08-14T00:00:00,https://seatgeek.com/denver-nuggets-tickets/1-29-2026-denver-colorado-ball-arena/nba/17670396
17524385,Brooklyn Nets at Utah Jazz,2026-01-30,19:30,Friday,January,Utah Jazz,Brooklyn Nets,Utah Jazz,False,Delta Center,Salt Lake City,UT,20000,,,,,,,,,,0.6314545209,0.8169440281,2025-05-16T00:00:00,https://seatgeek.com/utah-jazz-tickets/1-30-2026-salt-lake-city-utah-delta-center-1/nba/17524385
17669217,Brooklyn Nets at Detroit Pistons,2026-02-01,18:00,Sunday,February,Detroit Pistons,Brooklyn Nets,Detroit Pistons,False,Little Caesars Arena,Detroit,MI,0,,,,,,,,,,0.5320247996,0.7861351141,2025-08-14T00:00:00,https://seatgeek.com/detroit-pistons-tickets/2-1-2026-detroit-michigan-little-caesars-arena/nba/17669217
17670078,Los Angeles Lakers at Brooklyn Nets,2026-02-03,19:30,Tuesday,February,Brooklyn Nets,Los Angeles Lakers,Los Angeles Lakers,True,Barclays Center,Brooklyn,NY,0,,,,,,,,,,0.7447941624,0.8633787546,2025-08-14T00:00:00,https://seatgeek.com/brooklyn-nets-tickets/2-3-2026-brooklyn-new-york-barclays-center/nba/17670078
17671089,Brooklyn Nets at Orlando Magic,2026-02-05,19:00,Thursday,February,Orlando Magic,Brooklyn Nets,Orlando Magic,False,Kia Center,Orlando,FL,0,,,,,,,,,,0.4985153868,0.7710108906,2025-08-14T00:00:00,https://seatgeek.com/orlando-magic-tickets/2-5-2026-orlando-florida-kia-center/nba/17671089
17670081,Washington Wizards at Brooklyn Nets,2026-02-07,15:00,Saturday,February,Brooklyn Nets,Washington Wizards,Washington Wizards,True,Barclays Center,Brooklyn,NY,0,,,,,,,,,,0.5720802336,0.7995419838,2025-08-14T00:00:00,https://seatgeek.com/brooklyn-nets-tickets/2-7-2026-brooklyn-new-york-barclays-center/nba/17670081
17670082,Chicago Bulls at Brooklyn Nets,2026-02-09,19:30,Monday,February,Brooklyn Nets,Chicago Bulls,Chicago Bulls,True,Barclays Center,Brooklyn,NY,0,,,,,,,,,,0.5060154442,0.7467040393,2025-08-14T00:00:00,https://seatgeek.com/brooklyn-nets-tickets/2-9-2026-brooklyn-new-york-barclays-center/nba/17670082
17670084,Indiana Pacers at Brooklyn Nets,2026-02-11,19:30,Wednesday,February,Brooklyn Nets,Indiana Pacers,Indiana Pacers,True,Barclays Center,Brooklyn,NY,0,,,,,,,,,,0.508496001,0.7701351389,2025-08-14T00:00:00,https://seatgeek.com/brooklyn-nets-tickets/2-11-2026-brooklyn-new-york-barclays-center/nba/17670084
17640589,Brooklyn Nets at Cleveland Cavaliers,2026-02-19,19:00,Thursday,February,Cleveland Cavaliers,Brooklyn Nets,Cleveland Cavaliers,False,Rocket Arena,Cleveland,OH,20562,,,,,,,,,,0.6688827418,0.8265177443,2025-07-23T00:00:00,https://seatgeek.com/cleveland-cavaliers-tickets/2-19-2026-cleveland-ohio-rocket-arena/nba/17640589
17671023,Brooklyn Nets at Oklahoma City Thunder,2026-02-20,19:00,Friday,February,Oklahoma City Thunder,Brooklyn Nets,Oklahoma City Thunder,False,Paycom Center,Oklahoma City,OK,0,,,,,,,,,,0.6065093914,0.8032343924,2025-08-14T00:00:00,https://seatgeek.com/oklahoma-city-thunder-tickets/2-20-2026-oklahoma-city-oklahoma-paycom-center/nba/17671023
17669932,Brooklyn Nets at Atlanta Hawks,2026-02-22,15:30,Sunday,February,Atlanta Hawks,Brooklyn Nets,Atlanta Hawks,False,State Farm Arena,Atlanta,GA,0,,,,,,,,,,0.5370095319,0.7773804192,2025-08-14T00:00:00,https://seatgeek.com/atlanta-hawks-tickets/2-22-2026-atlanta-georgia-state-farm-arena-1/nba/17669932
17670087,Dallas Mavericks at Brooklyn Nets,2026-02-24,19:30,Tuesday,February,Brooklyn Nets,Dallas Mavericks,Dallas Mavericks,True,Barclays Center,Brooklyn,NY,0,,,,,,,,,,0.6096170583,0.7931834581,2025-08-14T00:00:00,https://seatgeek.com/brooklyn-nets-tickets/2-24-2026-brooklyn-new-york-barclays-center/nba/17670087
17670089,San Antonio Spurs at Brooklyn Nets,2026-02-26,19:30,Thursday,February,Brooklyn Nets,San Antonio Spurs,San Antonio Spurs,True,Barclays Center,Brooklyn,NY,0,,,,,,,,,,0.6418007299,0.8210464956,2025-08-14T00:00:00,https://seatgeek.com/brooklyn-nets-tickets/2-26-2026-brooklyn-new-york-barclays-center/nba/17670089
17670009,Brooklyn Nets at Boston Celtics,2026-02-27,19:30,Friday,February,Boston Celtics,Brooklyn Nets,Boston Celtics,False,TD Garden,Boston,MA,19580,,,,,,,,,,0.6598760769,0.8351712863,2025-08-14T00:00:00,https://seatgeek.com/boston-celtics-tickets/2-27-2026-boston-massachusetts-td-garden/nba/17670009
17669777,Brooklyn Nets at San Antonio Spurs,2026-02-28,19:30,Saturday,February,San Antonio Spurs,Brooklyn Nets,San Antonio Spurs,False,Frost Bank Center,San Antonio,TX,18797,,,,,,,,,,0.4550061154,0.7223471777,2025-08-14T00:00:00,https://seatgeek.com/san-antonio-spurs-tickets/2-28-2026-san-antonio-texas-frost-bank-center/nba/17669777
17670090,Cleveland Cavaliers at Brooklyn Nets,2026-03-01,15:30,Sunday,March,Brooklyn Nets,Cleveland Cavaliers,Cleveland Cavaliers,True,Barclays Center,Brooklyn,NY,0,,,,,,,,,,0.6166348731,0.8173457444,2025-08-14T00:00:00,https://seatgeek.com/brooklyn-nets-tickets/3-1-2026-brooklyn-new-york-barclays-center/nba/17670090
17669460,Brooklyn Nets at Miami Heat,2026-03-03,19:30,Tuesday,March,Miami Heat,Brooklyn Nets,Miami Heat,False,Kaseya Center,Miami,FL,20000,,,,,,,,,,0.4775932099,0.7324488233,2025-08-14T00:00:00,https://seatgeek.com/miami-heat-tickets/3-3-2026-miami-florida-kaseya-center/nba/17669460
17669462,Brooklyn Nets at Miami Heat,2026-03-05,19:30,Thursday,March,Miami Heat,Brooklyn Nets,Miami Heat,False,Kaseya Center,Miami,FL,20000,,,,,,,,,,0.4778384943,0.732613957,2025-08-14T00:00:00,https://seatgeek.com/miami-heat-tickets/3-5-2026-miami-florida-kaseya-center/nba/17669462
17669228,Brooklyn Nets at Detroit Pistons,2026-03-07,18:00,Saturday,March,Detroit Pistons,Brooklyn Nets,Detroit Pistons,False,Little Caesars Arena,Detroit,MI,0,,,,,,,,,,0.5218463867,0.7531281624,2025-08-14T00:00:00,https://seatgeek.com/detroit-pistons-tickets/3-7-2026-detroit-michigan-little-caesars-arena/nba/17669228
17670093,Memphis Grizzlies at Brooklyn Nets,2026-03-09,19:30,Monday,March,Brooklyn Nets,Memphis Grizzlies,Memphis Grizzlies,True,Barclays Center,Brooklyn,NY,0,,,,,,,,,,0.5296101469,0.7732436504,2025-08-14T00:00:00,https://seatgeek.com/brooklyn-nets-tickets/3-9-2026-brooklyn-new-york-barclays-center/nba/17670093
17670095,Detroit Pistons at Brooklyn Nets,2026-03-10,19:30,Tuesday,March,Brooklyn Nets,Detroit Pistons,Detroit Pistons,True,Barclays Center,Brooklyn,NY,0,,,,,,,,,,0.5214747691,0.7698872644,2025-08-14T00:00:00,https://seatgeek.com/brooklyn-nets-tickets/3-10-2026-brooklyn-new-york-barclays-center/nba/17670095
17669943,Brooklyn Nets at Atlanta Hawks,2026-03-12,19:30,Thursday,March,Atlanta Hawks,Brooklyn Nets,Atlanta Hawks,False,State Farm Arena,Atlanta,GA,0,,,,,,,,,,0.4364927502,0.7134833712,2025-08-14T00:00:00,https://seatgeek.com/atlanta-hawks-tickets/3-12-2026-atlanta-georgia-state-farm-arena-1/nba/17669943
17669690,Brooklyn Nets at Philadelphia 76ers,2026-03-14,13:00,Saturday,March,Philadelphia 76ers,Brooklyn Nets,Philadelphia 76ers,False,Xfinity Mobile Arena,Philadelphia,PA,0,,,,,,,,,,0.6202281412,0.814612101,2025-08-14T00:00:00,https://seatgeek.com/philadelphia-76ers-tickets/3-14-2026-philadelphia-pennsylvania-xfinity-mobile-arena/nba/17669690
17670096,Portland Trail Blazers at Brooklyn Nets,2026-03-16,19:30,Monday,March,Brooklyn Nets,Portland Trail Blazers,Portland Trail Blazers,True,Barclays Center,Brooklyn,NY,0,,,,,,,,,,0.5390645834,0.7604367525,2025-08-14T00:00:00,https://seatgeek.com/brooklyn-nets-tickets/3-16-2026-brooklyn-new-york-barclays-center/nba/17670096
17670097,Oklahoma City Thunder at Brooklyn Nets,2026-03-18,19:30,Wednesday,March,Brooklyn Nets,Oklahoma City Thunder,Oklahoma City Thunder,True,Barclays Center,Brooklyn,NY,0,,,,,,,,,,0.5820775844,0.7983954821,2025-08-14T00:00:00,https://seatgeek.com/brooklyn-nets-tickets/3-18-2026-brooklyn-new-york-barclays-center/nba/17670097
17670101,New York Knicks at Brooklyn Nets,2026-03-20,19:30,Friday,March,Brooklyn Nets,New York Knicks,New York Knicks,True,Barclays Center,Brooklyn,NY,0,,,,,,,,,,0.6533770993,0.8317434944,2025-08-14T00:00:00,https://seatgeek.com/brooklyn-nets-tickets/3-20-2026-brooklyn-new-york-barclays-center/nba/17670101
17670729,Brooklyn Nets at Sacramento Kings,2026-03-22,15:00,Sunday,March,Sacramento Kings,Brooklyn Nets,Sacramento Kings,False,Golden 1 Center,Sacramento,CA,0,,,,,,,,,,0.4783593832,0.7333391499,2025-08-14T00:00:00,https://seatgeek.com/sacramento-kings-tickets/3-22-2026-sacramento-california-golden-1-center/nba/17670729
17670500,Brooklyn Nets at Portland Trail Blazers,2026-03-23,19:00,Monday,March,Portland Trail Blazers,Brooklyn Nets,Portland Trail Blazers,False,Moda Center,Portland,OR,20630,,,,,,,,,,0.4263834534,0.7088316948,2025-08-14T00:00:00,https://seatgeek.com/portland-trail-blazers-tickets/3-23-2026-portland-oregon-moda-center/nba/17670500
17669309,Brooklyn Nets at Golden State Warriors,2026-03-25,19:00,Wednesday,March,Golden State Warriors,Brooklyn Nets,Golden State Warriors,False,Chase Center,San Francisco,CA,18064,,,,,,,,,,0.5164888119,0.7501508333,2025-08-14T00:00:00,https://seatgeek.com/golden-state-warriors-tickets/3-25-2026-san-francisco-california-chase-center/nba/17669309
17670647,Brooklyn Nets at Los Angeles Lakers,2026-03-27,19:30,Friday,March,Los Angeles Lakers,Brooklyn Nets,Los Angeles Lakers,False,Crypto.com Arena,Los Angeles,CA,20000,,,,,,,,,,0.5845720485,0.781296048,2025-08-14T00:00:00,https://seatgeek.com/los-angeles-lakers-tickets/3-27-2026-los-angeles-california-crypto-com-arena/nba/17670647
17670102,Sacramento Kings at Brooklyn Nets,2026-03-29,18:00,Sunday,March,Brooklyn Nets,Sacramento Kings,Sacramento Kings,True,Barclays Center,Brooklyn,NY,0,,,,,,,,,,0.5054283527,0.7783633734,2025-08-14T00:00:00,https://seatgeek.com/brooklyn-nets-tickets/3-29-2026-brooklyn-new-york-barclays-center/nba/17670102
17670105,Charlotte Hornets at Brooklyn Nets,2026-03-31,19:30,Tuesday,March,Brooklyn Nets,Charlotte Hornets,Charlotte Hornets,True,Barclays Center,Brooklyn,NY,0,,,,,,,,,,0.4835490447,0.7620110495,2025-08-14T00:00:00,https://seatgeek.com/brooklyn-nets-tickets/3-31-2026-brooklyn-new-york-barclays-center/nba/17670105
17670107,Atlanta Hawks at Brooklyn Nets,2026-04-03,19:30,Friday,April,Brooklyn Nets,Atlanta Hawks,Atlanta Hawks,True,Barclays Center,Brooklyn,NY,0,,,,,,,,,,0.4838007944,0.7642934501,2025-08-14T00:00:00,https://seatgeek.com/brooklyn-nets-tickets/4-3-2026-brooklyn-new-york-barclays-center/nba/17670107
17670108,Washington Wizards at Brooklyn Nets,2026-04-05,15:30,Sunday,April,Brooklyn Nets,Washington Wizards,Washington Wizards,True,Barclays Center,Brooklyn,NY,0,,,,,,,,,,0.447994105,0.7193240755,2025-08-14T00:00:00,https://seatgeek.com/brooklyn-nets-tickets/4-5-2026-brooklyn-new-york-barclays-center/nba/17670108
17670110,Milwaukee Bucks at Brooklyn Nets,2026-04-07,19:30,Tuesday,April,Brooklyn Nets,Milwaukee Bucks,Milwaukee Bucks,True,Barclays Center,Brooklyn,NY,0,,,,,,,,,,0.515224773,0.7494988147,2025-08-14T00:00:00,https://seatgeek.com/brooklyn-nets-tickets/4-7-2026-brooklyn-new-york-barclays-center/nba/17670110
17670111,Indiana Pacers at Brooklyn Nets,2026-04-09,19:30,Thursday,April,Brooklyn Nets,Indiana Pacers,Indiana Pacers,True,Barclays Center,Brooklyn,NY,0,,,,,,,,,,0.3957655652,0.6948407632,2025-08-14T00:00:00,https://seatgeek.com/brooklyn-nets-tickets/4-9-2026-brooklyn-new-york-barclays-center/nba/17670111
17669559,Brooklyn Nets at Milwaukee Bucks,2026-04-10,19:00,Friday,April,Milwaukee Bucks,Brooklyn Nets,Milwaukee Bucks,False,Fiserv Forum,Milwaukee,WI,0,,,,,,,,,,0.4055538899,0.6995767313,2025-08-14T00:00:00,https://seatgeek.com/milwaukee-bucks-tickets/4-10-2026-milwaukee-wisconsin-fiserv-forum/nba/17669559
17669883,Brooklyn Nets at Toronto Raptors,2026-04-12,18:00,Sunday,April,Toronto Raptors,Brooklyn Nets,Toronto Raptors,False,Scotiabank Arena,Toronto,ON,19800,,,,,,,,,,0.3701796092,0.6834273496,2025-08-14T00:00:00,https://seatgeek.com/toronto-raptors-tickets/4-12-2026-toronto-canada-scotiabank-arena/nba/17669883
