Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,SEASON,HOME_AWAY,OPPONENT,DAY_OF_WEEK,MONTH
1610612751,0022200498,2022-12-26,BKN @ CLE,W,22,12,0.647,240,47,82,0.573,18,30,0.6,13,17,0.765,7,31,38,27,7,4,15,25,125,2022-23,Away,CLE,Monday,December
1610612751,0022200483,2022-12-23,BKN vs. MIL,W,21,12,0.636,240,46,93,0.495,14,32,0.438,12,13,0.923,12,33,45,30,11,2,10,18,118,2022-23,Home,MIL,Friday,December
1610612751,0022200470,2022-12-21,BKN vs. GSW,W,20,12,0.625,240,54,84,0.643,21,33,0.636,14,16,0.875,3,29,32,42,10,4,14,23,143,2022-23,Home,GSW,Wednesday,December
1610612751,0022200447,2022-12-18,BKN @ DET,W,19,12,0.613,240,44,80,0.55,15,29,0.517,21,23,0.913,4,31,35,26,5,8,13,24,124,2022-23,Away,DET,Sunday,December
1610612751,0022200433,2022-12-16,BKN @ TOR,W,18,12,0.6,240,46,76,0.605,9,26,0.346,18,23,0.783,4,33,37,22,5,6,14,25,119,2022-23,Away,TOR,Friday,December
1610612751,0022200403,2022-12-12,BKN @ WAS,W,17,12,0.586,240,44,89,0.494,8,27,0.296,16,18,0.889,7,34,41,25,8,7,11,20,112,2022-23,Away,WAS,Monday,December
1610612751,0022200388,2022-12-10,BKN @ IND,W,16,12,0.571,240,52,100,0.52,9,28,0.321,23,32,0.719,29,30,59,19,7,3,18,24,136,2022-23,Away,IND,Saturday,December
1610612751,0022200380,2022-12-09,BKN vs. ATL,W,15,12,0.556,240,45,83,0.542,13,30,0.433,17,21,0.81,9,29,38,30,10,5,21,18,120,2022-23,Home,ATL,Friday,December
1610612751,0022200364,2022-12-07,BKN vs. CHA,W,14,12,0.538,240,49,86,0.57,12,31,0.387,12,16,0.75,5,34,39,33,3,8,10,20,122,2022-23,Home,CHA,Wednesday,December
1610612751,0022200346,2022-12-04,BKN vs. BOS,L,13,12,0.52,240,34,84,0.405,9,26,0.346,15,22,0.682,11,34,45,17,6,7,14,18,92,2022-23,Home,BOS,Sunday,December
1610612751,0022200329,2022-12-02,BKN vs. TOR,W,13,11,0.542,240,44,82,0.537,11,32,0.344,15,22,0.682,7,34,41,27,7,5,18,27,114,2022-23,Home,TOR,Friday,December
1610612751,0022200315,2022-11-30,BKN vs. WAS,W,12,11,0.522,240,39,84,0.464,11,26,0.423,24,26,0.923,4,31,35,22,8,7,9,25,113,2022-23,Home,WAS,Wednesday,November
1610612751,0022200302,2022-11-28,BKN vs. ORL,W,11,11,0.5,240,44,81,0.543,9,28,0.321,12,14,0.857,8,34,42,20,7,8,16,19,109,2022-23,Home,ORL,Monday,November
1610612751,0022200290,2022-11-27,BKN vs. POR,W,10,11,0.476,240,41,78,0.526,15,35,0.429,14,18,0.778,4,34,38,27,6,2,7,24,111,2022-23,Home,POR,Sunday,November
1610612751,0022200276,2022-11-25,BKN @ IND,L,9,11,0.45,240,47,88,0.534,15,41,0.366,8,10,0.8,5,33,38,27,2,8,18,28,117,2022-23,Away,IND,Friday,November
1610612751,0022200266,2022-11-23,BKN @ TOR,W,9,10,0.474,240,45,82,0.549,17,38,0.447,5,7,0.714,7,32,39,32,10,11,19,24,112,2022-23,Away,TOR,Wednesday,November
1610612751,0022200256,2022-11-22,BKN @ PHI,L,8,10,0.444,240,44,80,0.55,9,28,0.321,9,13,0.692,4,31,35,31,5,13,15,15,106,2022-23,Away,PHI,Tuesday,November
1610612751,0022200243,2022-11-20,BKN vs. MEM,W,8,9,0.471,240,50,83,0.602,16,34,0.471,11,15,0.733,5,40,45,33,5,5,18,25,127,2022-23,Home,MEM,Sunday,November
1610612751,0022200221,2022-11-17,BKN @ POR,W,7,9,0.438,240,40,79,0.506,11,29,0.379,18,23,0.783,5,42,47,32,4,5,17,24,109,2022-23,Away,POR,Thursday,November
1610612751,0022200210,2022-11-15,BKN @ SAC,L,6,9,0.4,240,40,81,0.494,11,28,0.393,30,33,0.909,3,26,29,25,5,3,17,18,121,2022-23,Away,SAC,Tuesday,November
1610612751,0022200198,2022-11-13,BKN @ LAL,L,6,8,0.429,240,36,80,0.45,7,27,0.259,24,31,0.774,8,33,41,22,5,5,12,17,103,2022-23,Away,LAL,Sunday,November
1610612751,0022200184,2022-11-12,BKN @ LAC,W,6,7,0.462,240,40,83,0.482,16,35,0.457,14,21,0.667,6,35,41,27,9,6,12,18,110,2022-23,Away,LAC,Saturday,November
1610612751,0022200164,2022-11-09,BKN vs. NYK,W,5,7,0.417,240,42,87,0.483,14,34,0.412,14,20,0.7,11,44,55,30,11,5,14,22,112,2022-23,Home,NYK,Wednesday,November
1610612751,0022200155,2022-11-07,BKN @ DAL,L,4,7,0.364,240,35,80,0.438,10,29,0.345,14,19,0.737,14,20,34,22,13,5,13,26,94,2022-23,Away,DAL,Monday,November
1610612751,0022200133,2022-11-05,BKN @ CHA,W,4,6,0.4,240,33,84,0.393,12,36,0.333,20,22,0.909,9,32,41,23,8,10,11,21,98,2022-23,Away,CHA,Saturday,November
1610612751,0022200123,2022-11-04,BKN @ WAS,W,3,6,0.333,240,50,90,0.556,14,28,0.5,14,14,1.0,7,41,48,32,8,7,7,19,128,2022-23,Away,WAS,Friday,November
1610612751,0022200103,2022-11-01,BKN vs. CHI,L,2,6,0.25,240,36,74,0.486,12,32,0.375,15,19,0.789,4,34,38,27,4,7,18,20,99,2022-23,Home,CHI,Tuesday,November
1610612751,0022200098,2022-10-31,BKN vs. IND,W,2,5,0.286,240,43,80,0.538,11,30,0.367,19,20,0.95,6,33,39,26,11,9,19,18,116,2022-23,Home,IND,Monday,October
1610612751,0022200083,2022-10-29,BKN vs. IND,L,1,5,0.167,240,41,82,0.5,14,39,0.359,20,26,0.769,6,28,34,29,6,9,9,20,116,2022-23,Home,IND,Saturday,October
1610612751,0022200066,2022-10-27,BKN vs. DAL,L,1,4,0.2,265,43,93,0.462,12,35,0.343,27,30,0.9,13,32,45,20,10,6,13,28,125,2022-23,Home,DAL,Thursday,October
1610612751,0022200060,2022-10-26,BKN @ MIL,L,1,3,0.25,240,34,86,0.395,7,27,0.259,24,30,0.8,7,30,37,23,7,6,14,24,99,2022-23,Away,MIL,Wednesday,October
1610612751,0022200049,2022-10-24,BKN @ MEM,L,1,2,0.333,240,47,87,0.54,9,29,0.31,21,26,0.808,9,26,35,27,4,7,11,30,124,2022-23,Away,MEM,Monday,October
1610612751,0022200021,2022-10-21,BKN vs. TOR,W,1,1,0.5,240,38,80,0.475,13,35,0.371,20,29,0.69,13,31,44,26,3,13,13,19,109,2022-23,Home,TOR,Friday,October
1610612751,0022200006,2022-10-19,BKN vs. NOP,L,0,1,0.0,240,40,89,0.449,10,33,0.303,18,24,0.75,9,30,39,22,10,10,16,25,108,2022-23,Home,NOP,Wednesday,October
